Company Name,High,Low,Last Price,Prv Close,Change,Day Volume,FiveDay AvgVolume,TenDayAvgVolume,ThirtyDayAvgVolume,Rating,Api
JUNIOR BEES,186.90,182.65,186.01,184.40,1.61,7874,11088,27693,23492,2 Star,http://www.moneycontrol.com/india/stockpricequote/finance-investments/goldmansachsniftyjuniorexchangetradedscheme/BMF04
NBCC,795,766,781.15,774.55,6.60,446519,695349,1183602,1094275,2 Star,http://www.moneycontrol.com/india/stockpricequote/infrastructure-general/nationalbuildingsconstructioncorporation/NBC01
Shriram Trans,1069.90,1038.35,1051.90,1043.10,8.80,1204539,2039324,1693894,908031,3 Star,http://www.moneycontrol.com/india/stockpricequote/finance-leasinghirepurchase/shriramtransportfinancecorporation/STF
Atlas Cycles,272.50,262.10,269.05,266.80,2.25,37221,65223,59816,58393,3 Star,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/atlascycleindustries/ACI08
Supreme Tex,24.85,22.55,23.90,23.70,0.20,255395,69799,116341,109450,4 Star,http://www.moneycontrol.com/india/stockpricequote/textiles-spinning-cottonblended/supremetexmart/STM03
MRF,32770,32210,32621.20,32355.25,265.95,6337,11348,12008,11194,2 Star,http://www.moneycontrol.com/india/stockpricequote/tyres/mrf/MRF
Rolta,116.60,110,114.75,113.80,0.95,1469228,2016867,1346513,1107764,3 Star,http://www.moneycontrol.com/india/stockpricequote/computers-software/roltaindia/RI15
Aro Granite,87.35,84.65,85.10,84.40,0.70,37007,93418,72301,66999,3 Star,http://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/arograniteindustries/AGI01
JMC Projects,160.85,153.05,158.25,156.95,1.30,12397,68635,57066,23991,3 Star,http://www.moneycontrol.com/india/stockpricequote/constructioncontracting-civil/jmcprojects(india)/JMC
ONGC,399.10,391.55,396.45,393.25,3.20,3715764,4677987,4852891,4619047,2 Star,http://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/oilnaturalgascorporation/ONG
Exide Ind,163,160.55,162.30,161,1.30,795154,1518450,2464409,2452748,2 Star,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/exideindustries/EI
INFRA BEES,336.28,327,331.99,329.31,2.68,3201,2254,3620,2168,2 Star,http://www.moneycontrol.com/india/stockpricequote/finance-investments/goldmansachsinfrastructureets/IBE
Gujarat Apollo,120.25,117.05,119.85,118.90,0.95,3945,5757,6350,6304,2 Star,http://www.moneycontrol.com/india/stockpricequote/engineering-heavy/gujaratapolloindustries/GAI03
Hydro SandS Ind,255,240,249.25,247.30,1.95,10359,12069,16378,8453,2 Star,http://www.moneycontrol.com/india/stockpricequote/plastics/hydrossindustries/HSS
Titan Company,379.85,371.15,377.60,374.65,2.95,789089,1147560,1901454,1135469,2 Star,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/titancompany/TI01
Kernex Micro,65,62.20,64.30,63.80,0.50,17887,38912,32128,19263,3 Star,http://www.moneycontrol.com/india/stockpricequote/computers-softwaremediumsmall/kernexmicrosystems(india)/KMI
Mahindra CIE,232.40,222.05,227.35,225.60,1.75,390757,322938,369844,218320,4 Star,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/mahindracieautomotive/MF19
Edelweiss,59.45,57.70,58.60,58.15,0.45,1699114,1117581,969115,805377,5 Star,http://www.moneycontrol.com/india/stockpricequote/finance-general/edelweissfinancialservices/EC01
EngineersInd,229.85,223.05,227.65,225.90,1.75,592332,1345074,950889,601982,3 Star,http://www.moneycontrol.com/india/stockpricequote/infrastructure-general/engineersindia/EI14
DB Realty,75.90,71.20,74.20,73.65,0.55,547567,385918,450195,339471,4 Star,http://www.moneycontrol.com/india/stockpricequote/constructioncontracting-realestate/dbrealty/DR
Hinduja Venture,332.65,325.40,330.85,328.35,2.50,30546,41597,35555,31549,3 Star,http://www.moneycontrol.com/india/stockpricequote/computers-software/hindujaventures/HV
IIFL NIFTY ETF,880,851.10,861.41,855,6.41,144,430,251,190,3 Star,http://www.moneycontrol.com/india/stockpricequote/finance-investments/iiflmutualfund-iiflniftyetf/IIF
Kansai Nerolac,1928.50,1905.20,1914.95,1900.70,14.25,12931,6169,9732,8855,4 Star,http://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/kansainerolacpaints/KNP
